27100,07:31:41,51.163491,13.466449,168.20
27103,07:31:44,51.163494,13.466463,165.90
27106,07:31:47,51.163494,13.466477,164.50
27109,07:31:50,51.163494,13.466489,162.80
27112,07:31:53,51.163496,13.466499,159.50
27115,07:31:56,51.163499,13.466501,160.00
27118,07:31:59,51.163498,13.466503,160.20
27121,07:32:02,51.163495,13.466504,160.10
27124,07:32:05,51.163495,13.466499,161.20
27127,07:32:08,51.163496,13.466496,161.30
27130,07:32:11,51.163490,13.466509,165.90
27133,07:32:14,51.163503,13.466512,167.40
27149,07:32:29,51.163288,13.466739,260.20
27152,07:32:31,51.163353,13.466636,228.80
27155,07:32:35,51.163391,13.466577,213.80
27158,07:32:38,51.163415,13.466544,204.40
27161,07:32:41,51.163441,13.466509,193.90
27164,07:32:44,51.163459,13.466485,186.80
27167,07:32:47,51.163467,13.466470,184.00
27170,07:32:50,51.163468,13.466465,183.00
27173,07:32:53,51.163469,13.466458,181.40
27176,07:32:56,51.163470,13.466454,179.60
27179,07:32:59,51.163470,13.466450,178.30
27182,07:33:02,51.163469,13.466449,177.40
27185,07:33:05,51.163468,13.466451,176.50
27188,07:33:08,51.163467,13.466453,175.90
27191,07:33:11,51.163465,13.466456,175.50
27194,07:33:14,51.163465,13.466459,175.30
27197,07:33:17,51.163466,13.466464,174.70
27200,07:33:20,51.163465,13.466472,174.90
27203,07:33:23,51.163470,13.466482,174.60
27206,07:33:26,51.163463,13.466485,173.30
27209,07:33:29,51.163460,13.466486,170.80
27212,07:33:31,51.163468,13.466494,170.10
27215,07:33:35,51.163472,13.466513,170.80
27221,07:33:41,51.163501,13.466461,169.90
27224,07:33:44,51.163512,13.466455,171.10
27229,07:33:50,51.163479,13.466551,175.70
27233,07:33:53,51.163448,13.466645,180.10
27236,07:33:56,51.163433,13.466654,178.20
27239,07:33:59,51.163418,13.466663,175.90
27242,07:34:02,51.163521,13.466484,176.00
27245,07:34:05,51.163557,13.466326,173.00
27248,07:34:08,51.163537,13.466430,170.50
27251,07:34:11,51.163522,13.466471,169.90
27254,07:34:14,51.163523,13.466490,169.30
27257,07:34:17,51.163517,13.466500,168.40
27260,07:34:20,51.163512,13.466510,168.40
27263,07:34:23,51.163506,13.466521,168.50
27266,07:34:26,51.163490,13.466519,168.10
27269,07:34:29,51.163488,13.466520,167.50
27272,07:34:31,51.163483,13.466528,167.30
27275,07:34:35,51.163483,13.466528,167.30
27278,07:34:38,51.163481,13.466522,167.30
27281,07:34:41,51.163478,13.466518,167.50
27284,07:34:44,51.163477,13.466513,167.70
27287,07:34:47,51.163479,13.466513,168.10
27290,07:34:50,51.163480,13.466514,168.00
27293,07:34:53,51.163481,13.466515,167.60
27296,07:34:56,51.163481,13.466514,166.70
27299,07:34:59,51.163480,13.466511,166.30
27302,07:35:02,51.163481,13.466511,166.00
27305,07:35:05,51.163494,13.466493,163.90
27308,07:35:08,51.163473,13.466640,175.40
27311,07:35:11,51.163475,13.466712,176.70
27314,07:35:14,51.163439,13.466701,179.30
27317,07:35:17,51.163448,13.466691,181.70
27320,07:35:20,51.163455,13.466624,176.00
27323,07:35:23,51.163477,13.466541,174.60
27326,07:35:26,51.163481,13.466482,166.60
27329,07:35:29,51.163488,13.466478,164.50
27332,07:35:31,51.163489,13.466477,163.40
27335,07:35:35,51.163490,13.466477,162.50
27338,07:35:38,51.163489,13.466483,161.90
27341,07:35:41,51.163491,13.466496,162.20
27344,07:35:44,51.163492,13.466502,162.80
27347,07:35:47,51.163495,13.466510,163.20
27350,07:35:50,51.163499,13.466518,163.80
27353,07:35:53,51.163500,13.466525,163.60
27356,07:35:56,51.163499,13.466525,163.10
27359,07:35:59,51.163496,13.466524,162.40
27362,07:36:02,51.163494,13.466525,161.60
27365,07:36:05,51.163494,13.466524,160.70
27368,07:36:08,51.163493,13.466525,161.00
27371,07:36:11,51.163491,13.466527,161.30
27374,07:36:14,51.163490,13.466527,161.90
27377,07:36:17,51.163489,13.466525,162.20
27380,07:36:20,51.163488,13.466523,162.00
27383,07:36:23,51.163496,13.466527,162.10
27386,07:36:26,51.163563,13.466361,167.00
27399,07:36:39,51.163562,13.466457,169.60
27402,07:36:42,51.163532,13.466522,167.30
27405,07:36:45,51.163531,13.466535,167.20
27408,07:36:48,51.163538,13.466546,166.90
27411,07:36:51,51.163537,13.466546,166.20
27414,07:36:54,51.163535,13.466543,165.70
27417,07:36:57,51.163531,13.466542,164.90
27420,07:37:00,51.163526,13.466539,162.10
27423,07:37:03,51.163522,13.466537,161.00
27426,07:37:06,51.163520,13.466536,160.40
27429,07:37:09,51.163526,13.466541,160.90
27432,07:37:12,51.163530,13.466525,161.50
27438,07:37:18,51.163503,13.466595,162.00
27441,07:37:21,51.163448,13.466732,164.70
27444,07:37:24,51.163483,13.466646,162.30
27447,07:37:27,51.163486,13.466627,160.40
27450,07:37:30,51.163488,13.466613,159.00
27453,07:37:33,51.163491,13.466597,158.00
27456,07:37:36,51.163498,13.466587,158.00
27459,07:37:39,51.163498,13.466587,158.70
27462,07:37:42,51.163506,13.466593,159.20
27465,07:37:45,51.163569,13.466518,159.30
27468,07:37:48,51.163552,13.466525,159.70
27471,07:37:51,51.163521,13.466531,159.90
27474,07:37:54,51.163503,13.466551,161.30
27477,07:37:57,51.163494,13.466535,164.20
27480,07:38:00,51.163491,13.466525,163.30
27483,07:38:03,51.163489,13.466519,163.10
27486,07:38:06,51.163489,13.466518,163.30
27489,07:38:09,51.163491,13.466515,163.30
27492,07:38:12,51.163492,13.466511,163.50
27495,07:38:15,51.163494,13.466510,163.60
27498,07:38:18,51.163493,13.466506,163.70
27501,07:38:21,51.163492,13.466504,163.70
27504,07:38:24,51.163491,13.466502,163.70
27507,07:38:27,51.163491,13.466502,163.60
27510,07:38:30,51.163480,13.466494,163.30
27513,07:38:33,51.163483,13.466495,163.30
27516,07:38:36,51.163484,13.466497,163.60
27519,07:38:39,51.163484,13.466500,163.40
27522,07:38:42,51.163483,13.466501,163.70
27525,07:38:45,51.163484,13.466503,163.60
27528,07:38:48,51.163484,13.466502,163.00
27531,07:38:51,51.163489,13.466502,162.60
27534,07:38:54,51.163504,13.466479,160.70
27537,07:38:57,51.163508,13.466463,156.20
27540,07:39:00,51.163713,13.466289,150.80
27546,07:39:06,51.163651,13.466320,148.60
27564,07:39:24,51.163418,13.466670,156.10
27567,07:39:27,51.163307,13.466930,178.00
27570,07:39:30,51.163382,13.466772,165.20
27573,07:39:33,51.163437,13.466593,154.20
27576,07:39:36,51.163387,13.466679,161.60
27579,07:39:39,51.163483,13.466518,159.20
27582,07:39:42,51.163486,13.466507,161.40
27585,07:39:45,51.163486,13.466509,161.40
27588,07:39:48,51.163488,13.466507,162.00
27591,07:39:51,51.163502,13.466496,161.10
27594,07:39:54,51.163506,13.466502,159.50
27597,07:39:57,51.163509,13.466506,158.00
27600,07:40:00,51.163512,13.466510,157.30
27603,07:40:03,51.163514,13.466519,157.90
27606,07:40:06,51.163516,13.466513,158.50
27609,07:40:09,51.163516,13.466510,159.40
27612,07:40:12,51.163516,13.466510,160.30
27615,07:40:15,51.163516,13.466508,161.00
27618,07:40:18,51.163516,13.466506,161.70
27621,07:40:21,51.163517,13.466505,161.70
27624,07:40:24,51.163516,13.466505,161.10
27627,07:40:27,51.163515,13.466507,160.30
27630,07:40:30,51.163514,13.466511,159.10
27633,07:40:33,51.163513,13.466513,158.30
27636,07:40:36,51.163511,13.466512,158.40
27639,07:40:39,51.163512,13.466503,158.90
27642,07:40:42,51.163513,13.466506,159.30
27645,07:40:45,51.163526,13.466688,162.60
27648,07:40:48,51.163538,13.466603,162.20
27651,07:40:51,51.163543,13.466565,162.10
27654,07:40:54,51.163510,13.466530,163.70
27657,07:40:57,51.163506,13.466511,161.60
27660,07:41:00,51.163499,13.466493,162.00
27663,07:41:03,51.163494,13.466494,161.90
27666,07:41:07,51.163494,13.466498,161.60
27669,07:41:10,51.163493,13.466500,160.90
27672,07:41:13,51.163494,13.466504,160.10
27675,07:41:16,51.163495,13.466507,159.30
27678,07:41:19,51.163496,13.466511,158.70
27681,07:41:22,51.163496,13.466514,158.40
27684,07:41:25,51.163495,13.466519,158.60
27687,07:41:28,51.163495,13.466526,158.70
27690,07:41:31,51.163498,13.466533,159.00
27693,07:41:34,51.163498,13.466537,158.50
27696,07:41:37,51.163500,13.466541,157.80
27699,07:41:40,51.163500,13.466544,157.00
27702,07:41:43,51.163500,13.466546,156.10
27705,07:41:46,51.163500,13.466547,155.60
27708,07:41:49,51.163500,13.466546,155.80
27711,07:41:52,51.163500,13.466539,155.90
27714,07:41:55,51.163552,13.466418,156.40
27724,07:42:04,51.163559,13.466454,158.20
27729,07:42:10,51.163572,13.466428,164.80
27733,07:42:13,51.163516,13.466465,160.80
27736,07:42:16,51.163514,13.466459,162.40
27739,07:42:19,51.163512,13.466455,163.60
27742,07:42:22,51.163511,13.466454,164.50
27745,07:42:25,51.163512,13.466454,165.50
27748,07:42:28,51.163511,13.466455,165.60
27751,07:42:31,51.163513,13.466466,164.90
27754,07:42:34,51.163512,13.466470,164.20
27757,07:42:37,51.163513,13.466473,163.90
27760,07:42:40,51.163513,13.466477,163.20
27763,07:42:43,51.163514,13.466479,163.10
27766,07:42:46,51.163516,13.466483,163.00
27769,07:42:49,51.163517,13.466487,162.90
27772,07:42:52,51.163518,13.466492,162.70
27775,07:42:55,51.163517,13.466497,161.90
27778,07:42:58,51.163514,13.466499,161.20
27781,07:43:01,51.163513,13.466497,161.10
27784,07:43:04,51.163511,13.466496,161.20
27787,07:43:07,51.163508,13.466496,161.20
27790,07:43:10,51.163507,13.466511,162.20
27793,07:43:13,51.163504,13.466523,162.60
27799,07:43:19,51.163472,13.466531,163.50
27802,07:43:22,51.163461,13.466552,163.30
27805,07:43:25,51.163503,13.466482,162.20
27808,07:43:28,51.163483,13.466502,159.50
27811,07:43:31,51.163483,13.466497,159.80
27814,07:43:34,51.163478,13.466498,159.70
27817,07:43:37,51.163476,13.466498,159.80
27820,07:43:40,51.163474,13.466498,159.80
27823,07:43:43,51.163474,13.466496,160.00
27826,07:43:46,51.163474,13.466494,160.20
27829,07:43:49,51.163475,13.466494,160.50
27832,07:43:52,51.163476,13.466495,160.50
27835,07:43:55,51.163476,13.466497,160.30
27838,07:43:58,51.163477,13.466499,159.80
27841,07:44:01,51.163479,13.466503,159.40
27844,07:44:04,51.163486,13.466515,158.90
